00:00:03,M,79655e4a
00:00:06,M,f8327653
00:00:10,M,9f94c2cb
00:00:18,M,b8eea0d2
00:00:18,M,82d68f01
00:00:18,M,4c439020
00:00:20,M,1676cd18
00:00:32,M,b850ee45
00:00:38,M,135c38b1
00:00:43,M,2793521c
00:00:45,M,76739483
00:00:46,M,a8a59970
00:00:50,M,800d04da
00:00:51,M,e9c40441
00:00:52,M,6fd9cc34
00:00:52,M,d93a47b7
00:00:54,M,29ecad3f
00:00:56,M,d33068c0
00:00:59,M,8e5c5b33
00:01:00,M,8b1e39c9
00:01:01,M,702b8b91
00:01:08,M,885207ff
00:01:19,M,869f8481
00:01:22,M,d6ffff1c
00:01:27,M,be3d68e5
00:01:29,M,1fde0514
00:01:31,M,47f6a725
00:01:36,M,217cfac8
00:01:37,M,2b6cbb34
00:01:39,M,b2b88baf
00:01:40,M,10f32922
00:01:42,M,68709c59
00:01:44,M,d8e5e057
00:01:47,M,d6824e37
00:01:47,M,1567da1e
00:01:48,M,b3728df8
00:01:50,M,3e1e8c41
00:01:51,M,2b02feb8
00:01:54,M,ba4279df
00:02:00,M,6d675340
00:02:02,M,9842e4e9
00:02:04,M,41a4efe4
00:02:07,M,019e4b91
00:02:08,M,10fee9f9
00:02:16,M,f3387955
00:02:19,M,f6ff4a3d
00:02:21,M,3fde61b3
00:02:25,M,b0e18ec5
00:02:27,M,51f84a86
00:02:33,M,9b8abbb5
00:02:34,M,56295ba4
00:02:37,M,0827ff96
00:02:37,M,e0c974d8
00:02:41,M,b591a14d
00:02:42,M,2f1680f8
00:02:44,M,565352c9
00:02:49,M,c8192d36
00:02:53,M,6db56eba
00:02:54,M,c8f34d98
00:02:54,M,6bd46b21
00:02:54,M,badc661c
00:02:56,M,c04264d2
00:03:00,M,1769b2d5
00:03:01,M,dc445723
00:03:03,M,3461fdea
00:03:06,M,4d13d233
00:03:08,M,2132a6ee
00:03:16,M,5dca777d
00:03:16,M,78f190a1
00:03:19,M,bd3aa01a
00:03:22,M,7c109667
00:03:23,M,5ac99c8b
00:03:26,M,62c8ec68
00:03:31,M,1768988e
00:03:34,M,580d8a7d
00:03:34,M,9659405a
00:03:37,M,37c57d5e
00:03:37,M,e4a62ba9
00:03:41,M,8b4df86f
00:03:43,M,b31a28b9
00:03:46,M,95c0869b
00:03:54,M,2dfa47d4
00:03:54,M,838f27c2
00:03:58,M,b57396a2
00:03:58,M,c4918176
