00:00:04,M,76eee94a
00:00:05,M,649a8a3c
00:00:05,M,afe5dd9f
00:00:06,M,9218a573
00:00:08,M,20113caa
00:00:11,M,07b80bd0
00:00:11,P,55706156
00:00:16,M,2d3b285f
00:00:20,M,c2699f4d
00:00:20,M,4c9f1eae
00:00:22,M,1270928d
00:00:27,M,c8eab8a0
00:00:29,M,76084042
00:00:31,M,560ec79c
00:00:31,M,bf7e4fe9
00:00:32,K,980b3d71
00:00:34,M,9c071171
00:00:36,M,974a71ac
00:00:41,M,a09b28f8
00:00:46,M,51f6f0d1
00:00:46,M,167589a9
00:00:48,M,f390dfea
00:00:50,M,d9c39774
00:00:50,M,df126356
00:00:52,M,17e160e8
00:00:55,M,db5552bb
00:00:57,M,1e300b36
00:00:57,M,1a17a533
00:00:58,K,336a60db
00:00:59,M,6f3a18f0
00:00:59,K,d2539258
00:00:59,M,6eb3d6d9
00:01:01,M,12a9c9e9
00:01:02,M,16d2fd48
00:01:03,M,f20138ef
00:01:12,M,0bdd8130
00:01:16,M,b2b26bda
00:01:27,M,be5bc647
00:01:29,M,0b347120
00:01:29,M,15990572
00:01:31,M,75045ff0
00:01:32,M,6a3623d3
00:01:33,M,f8d4d732
00:01:36,M,63418db9
00:01:39,M,75b52450
00:01:39,M,f8f40878
00:01:40,M,37592e97
00:01:41,Q,99780397
00:01:41,M,07327ff7
00:01:41,M,e4f8e76c
00:01:44,M,9fc0983e
00:01:44,M,91524514
00:01:46,M,4c70090f
00:01:47,M,b1e2d257
00:01:48,M,818ab13e
00:01:49,M,8159e556
00:01:52,M,cb02efa6
00:01:55,M,09dd2deb
00:01:57,M,b1d3b409
00:02:06,M,ca271a48
00:02:07,M,6e85b561
00:02:17,M,33a6296b
00:02:21,P,3d958b83
00:02:24,M,12dfce86
00:02:31,M,487db9b6
00:02:33,M,cf92f8f3
00:02:36,M,31bea060
00:02:39,M,bd8d56cb
00:02:40,Q,dd77983f
00:02:42,M,2d4a18ae
00:02:46,M,1e1e6a53
00:02:48,M,9a527345
00:02:50,M,ac079197
00:02:50,Q,5c245ffd
00:02:53,M,105de552
00:02:53,M,a07a9a3a
00:02:55,M,58b9bc07
00:02:55,M,84190e95
00:02:58,P,bb2f353b
00:02:59,M,4a6948d4
00:02:59,M,37edce7f
00:03:02,A,0bc7f699
00:03:03,Q,ffa2c100
00:03:05,M,d09f7692
00:03:06,M,d5aea5eb
00:03:10,M,6b83fff6
00:03:10,K,d9efc457
00:03:12,M,d382a800
00:03:14,M,739dc649
00:03:19,M,8f834a51
00:03:20,M,6351034a
00:03:23,M,1a5cc36d
00:03:26,M,26042eb5
00:03:29,M,00c64141
00:03:29,M,aa2948f5
00:03:32,M,daa40993
00:03:34,M,1649dfa8
00:03:34,M,fc425326
00:03:39,M,efa19805
00:03:40,M,c0280348
00:03:41,M,2d013b0d
00:03:44,M,24f4bd42
00:03:45,M,9513beba
00:03:46,M,c5ac4d73
00:03:49,M,f6381a8b
00:03:51,M,5fd69263
00:04:05,M,9bae901d
00:04:07,M,ccf5d919
00:04:08,M,a2ee869d
00:04:08,M,b3332996
00:04:09,M,96189609
00:04:21,M,884e1ba9
00:04:23,A,0c5e5eb9
00:04:24,M,7c9dd127
00:04:24,M,5fab795f
00:04:29,M,48a02179
00:04:33,M,050662a0
00:04:36,M,afc0db61
00:04:39,M,c9f1456d
00:04:39,M,851c47ec
00:04:39,M,05c412b0
00:04:41,M,f07bb54c
00:04:44,A,fa3b27f3
