00:00:01,M,d78b0d6b
00:00:03,M,7f1d586a
00:00:06,M,114dadcb
00:00:09,M,4c52314b
00:00:11,M,a93c6538
00:00:18,M,0947aa78
00:00:20,M,cefe5733
00:00:24,K,6791d953
00:00:24,M,849776f3
00:00:26,M,0ab79c44
00:00:31,M,89e55f9b
00:00:32,M,7af8332a
00:00:32,M,e651284f
00:00:33,M,a82cbda7
00:00:34,M,eb9dba86
00:00:37,M,b448db85
00:00:41,M,5adc1622
00:00:41,M,c28ffb01
00:00:43,M,f9e42496
00:00:53,M,19f2aefc
00:00:53,A,b53cac74
00:00:54,M,5f27b9c3
00:00:58,M,a9084307
00:00:59,M,b0b9dbe1
00:01:00,K,f7722d8a
00:01:00,M,1aa9b2ff
00:01:01,M,abd0e3a1
00:01:04,M,fd73416d
00:01:09,K,4a433280
00:01:11,M,a3bf8604
00:01:15,M,32cf8ac2
00:01:17,P,20b7a1c5
00:01:17,A,79dd8f43
00:01:21,M,876bf8cd
00:01:24,M,70041237
00:01:28,M,7d757dd5
00:01:28,M,4e65d5e2
00:01:30,M,6cceea4b
00:01:32,M,e201dbe4
00:01:36,M,9eb99dcc
00:01:36,M,2851d94a
00:01:36,M,2dc7c411
00:01:38,M,11fd5aa5
00:01:41,M,979ef720
00:01:42,M,2bc6ea03
00:01:46,M,af88fe40
00:01:47,M,b46cd35f
00:01:47,M,f8e3f366
00:01:47,M,7e8f03da
00:01:50,M,f48f620d
00:01:52,M,a0e13976
00:01:53,M,c4240bf8
00:01:55,M,01aa6283
00:02:00,M,d2a93318
00:02:05,M,9917e9f4
00:02:06,M,952ef5af
00:02:10,M,0d9830e4
00:02:10,M,ddfc424f
00:02:20,M,6041a539
00:02:28,M,181c676a
00:02:30,M,9f29ecb8
00:02:32,M,a40b9098
00:02:36,M,f0bb5391
00:02:37,M,ada314e4
00:02:38,K,09da2fd9
00:02:39,M,0401e13d
00:02:41,M,a94d8b74
00:02:47,M,a03451ff
00:02:53,P,e353fa7c
00:02:57,M,44601a1e
00:03:02,M,7545f7b7
00:03:02,M,8a2c34fb
00:03:04,M,debf15f3
00:03:11,M,0a03d6c1
00:03:18,M,9792d334
00:03:18,M,b7e0cca6
00:03:19,M,e32f6c80
00:03:23,M,70d84ebb
00:03:25,M,f70a8f81
00:03:25,M,ed16c7f6
00:03:36,M,6217c9f5
00:03:38,A,e8192e39
00:03:40,M,fdaff18e
00:03:43,M,228c8589
00:03:44,M,25bc1e9b
00:03:48,M,c08b9ab4
00:03:51,M,0f8616ab
00:03:54,K,d2aec2c9
00:03:57,M,fb3c619a
00:03:57,M,9238823f
00:04:02,P,f33abc1f
00:04:03,M,ed2ed57c
00:04:06,M,21ebeb74
00:04:06,Q,450960f0
00:04:06,P,e3f3fd0e
00:04:07,M,79a2a804
00:04:10,A,46cdf4ee
00:04:12,M,02037119
00:04:16,M,1da6789e
00:04:16,M,7f298af5
00:04:18,M,a0b074c5
00:04:19,M,2e379e99
00:04:20,M,eff0b3b9
00:04:21,A,0cb6f260
00:04:25,M,d18349eb
00:04:26,M,5dca521a
00:04:29,M,2526653d
00:04:29,K,68e3c8c9
00:04:35,P,232a3b15
00:04:36,M,b7433f3e
00:04:37,M,7ef67e90
00:04:45,M,2bb18271
00:04:45,M,58c2d284
00:04:48,M,a5f62845
00:04:53,M,ceb95c6b
00:05:00,M,ea285c0c
00:05:02,M,1d50b08c
00:05:02,M,88a4a23d
00:05:06,M,71bfb3db
00:05:08,M,801e9a2a
00:05:08,M,1bfb794a
00:05:10,M,9a1114a8
00:05:12,P,26f2d416
00:05:13,M,36898498
00:05:14,M,c837b47c
00:05:19,M,dab495c9
00:05:19,M,93783185
00:05:19,M,01f6a99b
00:05:19,M,0fb99d35
00:05:21,M,c15125ed
00:05:22,M,8643b434
00:05:23,M,eb1fdbc2
00:05:24,M,3b945571
00:05:27,M,97ceabcf
00:05:28,M,eb70d4c3
00:05:30,M,9de60f9c
00:05:33,M,59be9278
00:05:35,M,d1a81f80
00:05:36,A,cbfb3c24
00:05:37,M,17b1e3de
00:05:42,A,23c2f224
00:05:45,M,aaf96619
00:05:47,M,fa7030de
00:05:48,M,b2728d2e
00:05:49,K,e453cc75
00:05:50,M,c8e93a3b
00:05:51,M,f101b185
00:05:55,Q,ae57523f
00:06:05,M,93c4f3d7
00:06:06,K,145b345c
00:06:06,M,33ca9372
00:06:06,M,a6e1b53d
00:06:08,M,31598760
00:06:10,M,02cb0a6f
00:06:12,K,32dc92cf
00:06:20,M,de81e05f
00:06:21,M,f7cba5cd
00:06:27,M,a8fac3a4
00:06:28,M,092cc6a5
00:06:30,P,5e18257d
00:06:32,M,11f0ff69
00:06:34,Q,1998930c
00:06:34,P,a26cfc6f
00:06:44,M,c0b01dec
00:06:44,M,7fcc8c69
00:06:44,M,90ee797d
00:06:52,M,d90c8f74
00:06:52,M,e1509674
00:06:53,M,2e147b5a
00:06:54,Q,d9708b53
00:06:54,P,51270004
00:06:55,M,80e3d340
00:06:55,M,4b1b9128
00:06:59,M,21c51810
00:07:03,K,5f085796
00:07:03,M,7d50c4c8
00:07:03,M,4e35fc67
00:07:04,K,639ab776
00:07:05,M,e5e597c4
00:07:05,M,5b954a83
00:07:07,M,3ff88ed5
