EventType,Rate
"D",3361,7.800000000000001
"D",3362,10.8
"D",3363,12.0
"D",3364,12.600000000000001
"D",3365,17.4
"D",3366,19.799999999999997
"D",3367,23.4
"D",3368,25.200000000000003
"D",3369,26.400000000000002
"D",3370,22.799999999999997
"D",3371,22.799999999999997
"D",3372,22.799999999999997
"D",3373,24.0
"D",3374,24.599999999999998
"D",3375,22.799999999999997
"D",3376,22.799999999999997
"D",3377,21.0
"D",3378,24.599999999999998
"D",3379,25.200000000000003
"D",3380,25.200000000000003
"D",3381,27.0
"D",3382,26.400000000000002
"D",3383,28.799999999999997
"D",3384,31.799999999999997
"D",3385,30.0
"D",3386,28.200000000000003
"D",3387,28.200000000000003
"D",3388,24.599999999999998
"D",3389,23.4
"D",3390,24.599999999999998
"D",3391,22.799999999999997
"D",3392,22.799999999999997
"D",3393,19.799999999999997
"D",3394,18.6
"D",3395,20.4
"D",3396,21.0
"D",3397,21.6
"D",3398,24.599999999999998
"D",3399,28.799999999999997
"D",3400,27.599999999999998
"D",3401,26.400000000000002
"D",3402,25.799999999999997
"D",3403,25.200000000000003
"D",3404,23.4
"D",3405,23.4
"D",3406,26.400000000000002
"D",3407,28.200000000000003
"D",3408,24.599999999999998
"D",3409,21.6
"D",3410,22.200000000000003
"D",3411,24.0
"D",3412,24.599999999999998
"D",3413,24.599999999999998
"D",3414,27.599999999999998
"D",3415,30.0
"D",3416,27.0
"D",3417,25.200000000000003
"D",3418,25.200000000000003
"D",3419,26.400000000000002
"D",3420,25.799999999999997
"D",3421,23.4
"D",3422,22.200000000000003
"D",3423,22.200000000000003
"D",3424,21.0
"D",3425,18.0
"D",3426,18.6
"D",3427,17.4
"D",3428,21.0
"D",3429,20.4
"D",3430,21.0
"D",3431,24.0
"D",3432,26.400000000000002
"D",3433,27.0
"D",3434,27.0
"D",3435,25.200000000000003
"D",3436,27.0
"D",3437,26.400000000000002
"D",3438,23.4
"D",3439,24.0
"D",3440,22.799999999999997
"D",3441,19.799999999999997
"D",3442,16.799999999999997
"D",3443,17.4
"D",3444,16.799999999999997
"D",3445,19.200000000000003
"D",3446,19.200000000000003
"D",3447,23.4
"D",3448,24.0
"D",3449,24.0
"D",3450,25.799999999999997
"D",3451,25.799999999999997
"D",3452,29.400000000000002
"D",3453,27.599999999999998
"D",3454,28.200000000000003
"D",3455,26.400000000000002
"D",3456,29.400000000000002
"D",3457,28.200000000000003
"D",3458,28.200000000000003
"D",3459,26.400000000000002
"D",3460,27.0
"D",3461,30.599999999999998
"D",3462,27.0
"D",3463,28.799999999999997
"D",3464,26.400000000000002
"D",3465,26.400000000000002
"D",3466,20.4
"D",3467,18.6
"D",3468,19.200000000000003
"D",3469,21.6
"D",3470,20.4
"D",3471,16.799999999999997
"D",3472,19.799999999999997
"D",3473,19.799999999999997
"D",3474,20.4
"D",3475,19.799999999999997
"D",3476,20.4
"D",3477,22.799999999999997
"D",3478,21.0
"D",3480,16.200000000000003
"D",3481,20.4
"D",3482,18.0
"D",3483,16.5
"D",3484,17.4
"D",3485,19.5
"D",3486,24.599999999999998
"D",3487,21.0
"D",3488,20.700000000000003
"D",3489,20.4
"D",3490,19.200000000000003
"D",3491,20.4
"D",3492,22.799999999999997
"D",3493,24.0
"D",3494,21.0
"D",3495,22.799999999999997
"D",3496,21.0
"D",3497,20.4
"D",3498,22.799999999999997
"D",3499,25.200000000000003
"D",3500,24.0
"D",3501,20.4
"D",3502,20.4
"D",3503,22.200000000000003
"D",3504,22.200000000000003
"D",3505,20.4
"D",3506,19.200000000000003
"D",3507,20.4
"D",3508,19.799999999999997
"D",3509,20.4
"D",3510,21.0
"D",3511,20.4
"D",3512,19.200000000000003
"D",3513,16.200000000000003
"D",3514,16.200000000000003
"D",3515,16.200000000000003
"D",3516,15.600000000000001
"D",3517,18.0
"D",3518,16.799999999999997
"D",3519,15.600000000000001
"D",3520,18.6
"D",3521,19.799999999999997
"D",3522,20.4
"D",3523,24.0
"D",3524,27.599999999999998
"D",3525,31.200000000000003
"D",3526,33.0
"D",3527,30.0
"D",3528,32.400000000000006
"D",3529,34.2
"D",3530,30.599999999999998
"D",3531,30.599999999999998
"D",3532,32.400000000000006
"D",3533,29.400000000000002
"D",3534,27.599999999999998
"D",3535,26.400000000000002
"D",3536,23.4
"D",3537,25.200000000000003
"D",3538,22.799999999999997
"D",3539,22.799999999999997
"D",3540,23.4
"D",3541,24.0
"D",3542,24.599999999999998
"D",3543,25.799999999999997
"D",3544,27.599999999999998
"D",3545,26.400000000000002
"D",3546,32.400000000000006
"D",3547,31.799999999999997
"D",3548,33.599999999999994
"D",3549,31.200000000000003
"D",3550,30.0
"D",3551,30.0
"D",3552,30.599999999999998
"D",3553,30.599999999999998
"D",3554,26.400000000000002
"D",3555,28.200000000000003
"D",3556,24.599999999999998
"D",3557,25.799999999999997
"D",3558,23.4
"D",3559,22.799999999999997
"D",3560,22.200000000000003
"D",3561,22.200000000000003
"D",3562,20.4
"D",3563,20.4
"D",3564,22.799999999999997
"D",3565,21.6
"D",3566,23.4
"D",3567,22.200000000000003
"D",3568,23.4
"D",3569,24.599999999999998
"D",3570,27.599999999999998
"D",3571,28.200000000000003
"D",3572,27.599999999999998
"D",3573,26.400000000000002
"D",3574,25.799999999999997
"D",3575,28.200000000000003
"D",3576,27.0
"D",3577,27.599999999999998
"D",3578,27.599999999999998
"D",3579,27.0
"D",3580,27.0
"D",3581,25.799999999999997
"D",3582,25.799999999999997
"D",3583,26.400000000000002
"D",3584,25.799999999999997
"D",3585,22.200000000000003
"D",3586,21.0
"D",3587,19.799999999999997
"D",3588,19.799999999999997
"D",3589,19.200000000000003
"D",3590,17.4
"D",3591,17.4
"D",3592,18.6
"D",3593,17.4
"D",3594,17.4
"D",3595,18.0
"D",3596,18.0
"D",3597,18.0
"D",3598,17.4
"D",3599,18.0
"D",3600,20.4
"D",3601,22.200000000000003
"D",3602,21.6
"D",3603,22.799999999999997
"D",3604,24.0
"D",3606,23.4
"D",3607,25.799999999999997
"D",3608,30.0
"D",3609,33.3
"D",3610,34.2
"D",3611,33.0
"D",3612,36.0
"D",3613,35.099999999999994
"D",3614,36.0
"D",3615,35.400000000000006
"D",3616,33.900000000000006
"D",3617,32.400000000000006
"D",3618,30.599999999999998
"D",3619,27.599999999999998
"D",3620,27.599999999999998
"D",3621,24.0
"D",3622,26.400000000000002
"D",3623,25.200000000000003
"D",3624,22.799999999999997
"D",3625,24.599999999999998
"D",3626,24.0
"D",3627,21.6
"D",3628,21.0
"D",3629,21.0
"D",3630,18.6
"D",3631,21.0
"D",3632,17.4
"D",3633,19.799999999999997
"D",3634,20.4
"D",3635,17.4
"D",3636,18.6
"D",3637,19.799999999999997
"D",3638,18.6
"D",3639,18.0
"D",3640,19.799999999999997
"D",3641,17.4
"D",3642,17.4
"D",3643,15.0
"D",3644,15.0
"D",3645,16.200000000000003
"D",3646,17.4
"D",3647,16.799999999999997
"D",3648,18.6
"D",3649,19.200000000000003
"D",3650,20.4
"D",3651,21.6
"D",3652,21.6
"D",3653,26.400000000000002
"D",3654,27.599999999999998
"D",3655,27.599999999999998
"D",3656,27.599999999999998
"D",3657,30.0
"D",3658,29.400000000000002
"D",3659,27.599999999999998
"D",3660,27.599999999999998
"D",3661,26.400000000000002
"D",3662,28.200000000000003
"D",3663,25.799999999999997
"D",3664,25.200000000000003
"D",3665,25.799999999999997
"D",3666,25.799999999999997
"D",3667,22.200000000000003
"D",3668,22.200000000000003
"D",3669,27.0
"D",3670,30.0
"D",3671,30.599999999999998
"D",3672,30.0
"D",3673,29.400000000000002
"D",3674,30.0
"D",3675,30.0
"D",3676,28.799999999999997
"D",3677,30.0
"D",3678,30.599999999999998
"D",3679,27.599999999999998
"D",3680,23.4
"D",3681,22.799999999999997
"D",3682,23.4
"D",3683,22.799999999999997
"D",3684,22.799999999999997
"D",3685,23.4
"D",3686,22.200000000000003
"D",3687,24.599999999999998
"D",3688,25.200000000000003
"D",3689,24.599999999999998
"D",3690,27.0
"D",3691,28.200000000000003
"D",3692,27.599999999999998
"D",3693,30.0
"D",3694,30.0
"D",3695,28.200000000000003
"D",3696,30.0
"D",3697,29.400000000000002
"D",3698,25.799999999999997
"D",3699,25.799999999999997
"D",3700,24.599999999999998
"D",3701,22.799999999999997
"D",3702,21.6
"D",3703,20.4
"D",3704,21.6
"D",3705,23.4
"D",3707,19.799999999999997
"D",3708,22.799999999999997
"D",3709,23.700000000000003
"D",3710,21.299999999999997
"D",3711,22.200000000000003
"D",3712,25.200000000000003
"D",3713,23.4
"D",3714,22.200000000000003
"D",3715,21.0
"D",3716,19.5
"D",3717,19.5
"D",3718,21.0
"D",3719,24.0
"D",3720,24.599999999999998
"D",3721,25.200000000000003
"D",3722,25.200000000000003
"D",3723,24.599999999999998
"D",3724,25.200000000000003
"D",3725,27.599999999999998
"D",3726,27.0
"D",3727,27.0
"D",3728,26.400000000000002
"D",3729,24.0
"D",3730,23.4
"D",3731,24.0
"D",3732,22.200000000000003
"D",3733,24.599999999999998
"D",3734,23.4
"D",3735,26.400000000000002
"D",3736,28.200000000000003
"D",3737,27.0
"D",3738,28.200000000000003
"D",3739,29.400000000000002
"D",3740,30.0
"D",3741,28.799999999999997
"D",3742,29.400000000000002
"D",3743,27.599999999999998
"D",3744,25.799999999999997
"D",3745,24.599999999999998
"D",3746,22.799999999999997
"D",3747,22.200000000000003
"D",3748,22.200000000000003
"D",3749,22.799999999999997
"D",3750,24.0
"D",3751,22.799999999999997
"D",3752,24.0
"D",3753,23.4
"D",3754,27.599999999999998
"D",3755,25.799999999999997
"D",3756,25.799999999999997
"D",3757,25.799999999999997
"D",3758,27.0
"D",3759,28.200000000000003
"D",3760,27.599999999999998
"D",3761,26.400000000000002
"D",3762,25.799999999999997
"D",3763,25.799999999999997
"D",3764,22.200000000000003
"D",3765,20.4
"D",3766,21.0
"D",3767,22.200000000000003
"D",3768,24.0
"D",3769,20.4
"D",3770,21.0
"D",3771,23.4
"D",3772,22.200000000000003
"D",3773,25.200000000000003
"D",3774,27.599999999999998
"D",3775,28.200000000000003
"D",3776,28.799999999999997
"D",3777,28.200000000000003
"D",3778,25.799999999999997
"D",3779,28.799999999999997
"D",3780,28.200000000000003
"D",3781,28.200000000000003
"D",3782,31.200000000000003
"D",3783,28.200000000000003
"D",3784,27.0
"D",3785,27.599999999999998
"D",3786,26.400000000000002
"D",3787,27.0
"D",3788,25.799999999999997
"D",3789,25.200000000000003
"D",3790,25.799999999999997
"D",3791,24.599999999999998
"D",3792,23.4
"D",3793,24.0
"D",3794,24.0
"D",3795,24.0
"D",3796,21.6
"D",3797,19.799999999999997
"D",3798,19.200000000000003
"D",3799,16.799999999999997
"D",3800,19.799999999999997
"D",3801,19.799999999999997
"D",3802,19.200000000000003
"D",3803,21.6
"D",3804,22.200000000000003
"D",3805,20.4
"D",3806,21.6
"D",3808,20.4
"D",3809,22.5
"D",3810,20.700000000000003
"D",3811,21.6
"D",3812,21.299999999999997
"D",3813,19.200000000000003
"D",3814,18.6
"D",3815,19.200000000000003
"D",3816,21.0
"D",3817,21.0
"D",3818,25.200000000000003
"D",3819,25.799999999999997
"D",3820,24.0
"D",3821,25.799999999999997
"D",3822,25.799999999999997
"D",3823,30.0
"D",3824,30.0
"D",3825,28.799999999999997
"D",3826,30.599999999999998
"D",3827,31.200000000000003
"D",3828,27.599999999999998
"D",3829,26.400000000000002
"D",3830,27.0
"D",3831,27.599999999999998
"D",3832,26.400000000000002
"D",3833,22.799999999999997
"D",3834,25.200000000000003
"D",3835,27.0
"D",3836,26.400000000000002
"D",3837,27.599999999999998
"D",3838,28.200000000000003
"D",3839,26.400000000000002
"D",3840,23.4
"D",3841,0.0
"D",3842,3.9000000000000004
"D",3843,4.5
"D",3844,5.699999999999999
"D",3845,7.199999999999999
"D",3846,8.399999999999999
"D",3847,8.399999999999999
"D",3848,10.5
"D",3849,12.0
"D",3850,13.5
"D",3851,14.399999999999999
"D",3852,13.799999999999999
"D",3853,13.799999999999999
"D",3854,14.100000000000001
"D",3855,15.0
"D",3856,15.0
"D",3857,17.4
"D",3858,15.899999999999999
"D",3859,14.700000000000001
"D",3860,14.100000000000001
"D",3861,12.299999999999999
"D",3862,12.299999999999999
"D",3863,12.0
"D",3864,11.100000000000001
"D",3865,9.0
"D",3866,9.899999999999999
"D",3867,8.100000000000001
"D",3868,9.0
"D",3869,11.399999999999999
"D",3870,12.299999999999999
"D",3871,12.299999999999999
"D",3872,12.600000000000001
"D",3873,13.799999999999999
"D",3874,13.799999999999999
"D",3875,15.0
"D",3876,14.700000000000001
"D",3877,15.299999999999999
"D",3878,15.299999999999999
"D",3879,14.100000000000001
"D",3880,12.600000000000001
"D",3881,12.899999999999999
"D",3882,12.299999999999999
"D",3883,11.399999999999999
"D",3884,12.899999999999999
"D",3885,12.0
"D",3886,11.100000000000001
"D",3887,12.299999999999999
"D",3888,13.5
"D",3889,12.600000000000001
"D",3890,12.600000000000001
"D",3891,12.0
"D",3892,13.200000000000001
"D",3893,12.899999999999999
"D",3894,12.0
"D",3895,11.7
"D",3896,12.0
"D",3897,11.7
"D",3898,10.8
"D",3899,12.0
"D",3900,12.600000000000001
"D",3901,12.899999999999999
"D",3902,13.200000000000001
"D",3904,12.899999999999999
"D",3905,13.799999999999999
"D",3906,13.200000000000001
"D",3907,12.899999999999999
"D",3908,13.200000000000001
"D",3909,12.299999999999999
"D",3910,13.799999999999999
"D",3911,12.600000000000001
"D",3912,12.899999999999999
"D",3913,12.299999999999999
"D",3914,11.7
"D",3915,13.200000000000001
"D",3916,12.600000000000001
"D",3917,12.0
"D",3918,12.899999999999999
"D",3919,12.899999999999999
"D",3920,12.899999999999999
"D",3921,14.399999999999999
"D",3922,15.0
"D",3923,15.0
"D",3924,14.399999999999999
"D",3925,13.5
"D",3926,13.5
"D",3927,13.799999999999999
"D",3928,13.799999999999999
"D",3929,12.899999999999999
"D",3930,12.600000000000001
"SEQ(F, D, E)",3260,0.0
"SEQ(F, D, E)",3261,0.0
"SEQ(F, D, E)",3262,0.0
"SEQ(F, D, E)",3263,0.0
"SEQ(F, D, E)",3264,0.0
"SEQ(F, D, E)",3265,0.0
"SEQ(F, D, E)",3266,0.0
"SEQ(F, D, E)",3267,0.0
"SEQ(F, D, E)",3268,0.0
"SEQ(F, D, E)",3269,0.0
"SEQ(F, D, E)",3270,0.0
"SEQ(F, D, E)",3271,0.0
"SEQ(F, D, E)",3272,0.0
"SEQ(F, D, E)",3273,0.0
"SEQ(F, D, E)",3274,0.0
"SEQ(F, D, E)",3275,0.0
"SEQ(F, D, E)",3276,0.0
"SEQ(F, D, E)",3277,0.0
"SEQ(F, D, E)",3278,0.0
"SEQ(F, D, E)",3279,0.0
"SEQ(F, D, E)",3280,0.0
"SEQ(F, D, E)",3281,0.0
"SEQ(F, D, E)",3282,0.0
"SEQ(F, D, E)",3283,0.0
"SEQ(F, D, E)",3284,0.0
"SEQ(F, D, E)",3285,0.0
"SEQ(F, D, E)",3286,0.0
"SEQ(F, D, E)",3287,0.0
"SEQ(F, D, E)",3288,0.0
"SEQ(F, D, E)",3289,0.0
"SEQ(F, D, E)",3290,0.0
"SEQ(F, D, E)",3291,0.0
"SEQ(F, D, E)",3292,0.0
"SEQ(F, D, E)",3293,0.0
"SEQ(F, D, E)",3294,0.0
"SEQ(F, D, E)",3295,0.0
"SEQ(F, D, E)",3296,0.0
"SEQ(F, D, E)",3297,0.0
"SEQ(F, D, E)",3298,0.0
"SEQ(F, D, E)",3299,0.0
"SEQ(F, D, E)",3300,0.0
"SEQ(F, D, E)",3301,0.0
"SEQ(F, D, E)",3302,0.0
"SEQ(F, D, E)",3303,0.0
"SEQ(F, D, E)",3304,0.0
"SEQ(F, D, E)",3305,0.0
"SEQ(F, D, E)",3306,0.0
"SEQ(F, D, E)",3307,0.0
"SEQ(F, D, E)",3308,0.0
"SEQ(F, D, E)",3309,0.0
"SEQ(F, D, E)",3310,0.0
"SEQ(F, D, E)",3311,0.0
"SEQ(F, D, E)",3312,0.0
"SEQ(F, D, E)",3313,0.0
"SEQ(F, D, E)",3314,0.0
"SEQ(F, D, E)",3315,0.0
"SEQ(F, D, E)",3316,0.0
"SEQ(F, D, E)",3317,0.0
"SEQ(F, D, E)",3318,0.0
"SEQ(F, D, E)",3319,0.0
"SEQ(F, D, E)",3320,0.0
"SEQ(F, D, E)",3321,0.0
"SEQ(F, D, E)",3322,0.0
"SEQ(F, D, E)",3324,0.0
"SEQ(F, D, E)",3325,0.0
"SEQ(F, D, E)",3326,0.0
"SEQ(F, D, E)",3327,0.0
"SEQ(F, D, E)",3328,0.0
"SEQ(F, D, E)",3329,0.0
"SEQ(F, D, E)",3330,0.0
"SEQ(F, D, E)",3331,0.0
"SEQ(F, D, E)",3332,0.0
"SEQ(F, D, E)",3333,0.0
"SEQ(F, D, E)",3334,0.0
"SEQ(F, D, E)",3335,0.0
"SEQ(F, D, E)",3336,0.0
"SEQ(F, D, E)",3337,0.0
"SEQ(F, D, E)",3338,0.0
"SEQ(F, D, E)",3339,0.0
"SEQ(F, D, E)",3340,0.0
"SEQ(F, D, E)",3341,0.0
"SEQ(F, D, E)",3342,0.0
"SEQ(F, D, E)",3343,0.0
"SEQ(F, D, E)",3344,0.0
"SEQ(F, D, E)",3345,0.0
"SEQ(F, D, E)",3346,0.0
"SEQ(F, D, E)",3347,0.0
"SEQ(F, D, E)",3348,0.0
"SEQ(F, D, E)",3349,0.0
"SEQ(F, D, E)",3350,0.0
"SEQ(F, D, E)",3351,0.0
"SEQ(F, D, E)",3352,0.0
"SEQ(F, D, E)",3353,0.0
"SEQ(F, D, E)",3354,0.0
"SEQ(F, D, E)",3355,0.0
"SEQ(F, D, E)",3356,0.0
"SEQ(F, D, E)",3357,0.0
"SEQ(F, D, E)",3358,0.0
"SEQ(F, D, E)",3359,0.0
"SEQ(F, D, E)",3360,0.0
"SEQ(F, D, E)",3361,0.0
"SEQ(F, D, E)",3362,0.0
"SEQ(F, D, E)",3363,0.0
"SEQ(F, D, E)",3364,0.0
"SEQ(F, D, E)",3365,0.0
"SEQ(F, D, E)",3366,0.0
"SEQ(F, D, E)",3367,0.0
"SEQ(F, D, E)",3368,0.0
"SEQ(F, D, E)",3369,0.0
"SEQ(F, D, E)",3370,0.0
"SEQ(F, D, E)",3371,0.0
"SEQ(F, D, E)",3372,0.0
"SEQ(F, D, E)",3373,0.0
"SEQ(F, D, E)",3374,0.0
"SEQ(F, D, E)",3375,0.0
"SEQ(F, D, E)",3376,0.0
"SEQ(F, D, E)",3377,0.0
"SEQ(F, D, E)",3378,0.0
"SEQ(F, D, E)",3379,0.0
"SEQ(F, D, E)",3380,0.0
"SEQ(F, D, E)",3381,0.0
"SEQ(F, D, E)",3382,0.0
"SEQ(F, D, E)",3383,0.0
"SEQ(F, D, E)",3384,0.0
"SEQ(F, D, E)",3385,0.0
"SEQ(F, D, E)",3386,0.0
"SEQ(F, D, E)",3387,0.0
"SEQ(F, D, E)",3388,0.0
"SEQ(F, D, E)",3389,0.0
"SEQ(F, D, E)",3390,0.0
"SEQ(F, D, E)",3391,0.0
"SEQ(F, D, E)",3392,0.0
"SEQ(F, D, E)",3393,0.0
"SEQ(F, D, E)",3394,0.0
"SEQ(F, D, E)",3395,0.0
"SEQ(F, D, E)",3396,0.0
"SEQ(F, D, E)",3397,0.0
"SEQ(F, D, E)",3398,0.0
"SEQ(F, D, E)",3399,0.0
"SEQ(F, D, E)",3400,0.0
"SEQ(F, D, E)",3401,0.0
"SEQ(F, D, E)",3402,0.0
"SEQ(F, D, E)",3403,0.0
"SEQ(F, D, E)",3404,0.0
"SEQ(F, D, E)",3405,0.0
"SEQ(F, D, E)",3406,0.0
"SEQ(F, D, E)",3407,0.0
"SEQ(F, D, E)",3408,0.0
"SEQ(F, D, E)",3409,0.0
"SEQ(F, D, E)",3410,0.0
"SEQ(F, D, E)",3411,0.0
"SEQ(F, D, E)",3412,0.0
"SEQ(F, D, E)",3413,0.0
"SEQ(F, D, E)",3414,0.0
"SEQ(F, D, E)",3415,0.0
"SEQ(F, D, E)",3416,0.0
"SEQ(F, D, E)",3417,0.0
"SEQ(F, D, E)",3418,0.0
"SEQ(F, D, E)",3419,0.0
"SEQ(F, D, E)",3420,0.0
"SEQ(F, D, E)",3421,0.0
"SEQ(F, D, E)",3422,0.0
"SEQ(F, D, E)",3423,0.0
"SEQ(F, D, E)",3424,0.0
"SEQ(F, D, E)",3425,0.0
"SEQ(F, D, E)",3426,0.0
"SEQ(F, D, E)",3427,0.0
"SEQ(F, D, E)",3428,0.0
"SEQ(F, D, E)",3429,0.0
"SEQ(F, D, E)",3430,0.0
"SEQ(F, D, E)",3431,0.30000000000000004
"SEQ(F, D, E)",3432,0.30000000000000004
"SEQ(F, D, E)",3433,0.30000000000000004
"SEQ(F, D, E)",3434,0.30000000000000004
"SEQ(F, D, E)",3435,0.30000000000000004
"SEQ(F, D, E)",3436,0.30000000000000004
"SEQ(F, D, E)",3437,0.30000000000000004
"SEQ(F, D, E)",3438,0.30000000000000004
"SEQ(F, D, E)",3439,0.30000000000000004
"SEQ(F, D, E)",3440,0.30000000000000004
"SEQ(F, D, E)",3441,0.0
"SEQ(F, D, E)",3442,0.0
"SEQ(F, D, E)",3443,0.0
"SEQ(F, D, E)",3444,0.0
"SEQ(F, D, E)",3445,0.0
"SEQ(F, D, E)",3446,0.0
"SEQ(F, D, E)",3447,0.0
"SEQ(F, D, E)",3448,0.0
"SEQ(F, D, E)",3449,0.0
"SEQ(F, D, E)",3450,0.0
"SEQ(F, D, E)",3451,0.0
"SEQ(F, D, E)",3452,0.0
"SEQ(F, D, E)",3453,0.0
"SEQ(F, D, E)",3454,0.0
"SEQ(F, D, E)",3455,0.0
"SEQ(F, D, E)",3456,0.0
"SEQ(F, D, E)",3457,0.0
"SEQ(F, D, E)",3458,0.0
"SEQ(F, D, E)",3459,0.0
"SEQ(F, D, E)",3460,0.0
"SEQ(F, D, E)",3461,0.0
"SEQ(F, D, E)",3462,0.0
"SEQ(F, D, E)",3463,0.0
"SEQ(F, D, E)",3464,0.0
"SEQ(F, D, E)",3465,0.0
"SEQ(F, D, E)",3466,0.0
"SEQ(F, D, E)",3467,0.0
"SEQ(F, D, E)",3468,0.0
"SEQ(F, D, E)",3469,0.0
"SEQ(F, D, E)",3470,0.0
"SEQ(F, D, E)",3471,0.0
"SEQ(F, D, E)",3472,0.0
"SEQ(F, D, E)",3473,0.0
"SEQ(F, D, E)",3474,0.0
"SEQ(F, D, E)",3475,0.0
"SEQ(F, D, E)",3476,0.0
"SEQ(F, D, E)",3477,0.0
"SEQ(F, D, E)",3478,0.0
"SEQ(F, D, E)",3480,0.0
"SEQ(F, D, E)",3481,0.0
"SEQ(F, D, E)",3482,0.0
"SEQ(F, D, E)",3483,0.0
"SEQ(F, D, E)",3484,0.0
"SEQ(F, D, E)",3485,0.0
"SEQ(F, D, E)",3486,0.0
"SEQ(F, D, E)",3487,0.0
"SEQ(F, D, E)",3488,0.0
"SEQ(F, D, E)",3489,0.0
"SEQ(F, D, E)",3490,0.0
"SEQ(F, D, E)",3491,0.0
"SEQ(F, D, E)",3492,0.0
"SEQ(F, D, E)",3493,0.0
"SEQ(F, D, E)",3494,0.0
"SEQ(F, D, E)",3495,0.0
"SEQ(F, D, E)",3496,0.0
"SEQ(F, D, E)",3497,0.0
"SEQ(F, D, E)",3498,0.0
"SEQ(F, D, E)",3499,0.0
"SEQ(F, D, E)",3500,0.0
"SEQ(F, D, E)",3501,0.0
"SEQ(F, D, E)",3502,0.0
"SEQ(F, D, E)",3503,0.0
"SEQ(F, D, E)",3504,0.0
"SEQ(F, D, E)",3505,0.0
"SEQ(F, D, E)",3506,0.0
"SEQ(F, D, E)",3507,0.0
"SEQ(F, D, E)",3508,0.0
"SEQ(F, D, E)",3509,0.0
"SEQ(F, D, E)",3510,0.0
"SEQ(F, D, E)",3511,0.0
"SEQ(F, D, E)",3512,0.0
"SEQ(F, D, E)",3513,0.0
"SEQ(F, D, E)",3514,0.0
"SEQ(F, D, E)",3515,0.0
"SEQ(F, D, E)",3516,0.0
"SEQ(F, D, E)",3517,0.0
"SEQ(F, D, E)",3518,0.0
"SEQ(F, D, E)",3519,0.0
"SEQ(F, D, E)",3520,0.0
"SEQ(F, D, E)",3521,0.0
"SEQ(F, D, E)",3522,0.0
"SEQ(F, D, E)",3523,0.0
"SEQ(F, D, E)",3524,0.0
"SEQ(F, D, E)",3525,0.0
"SEQ(F, D, E)",3526,0.0
"SEQ(F, D, E)",3527,0.0
"SEQ(F, D, E)",3528,0.0
"SEQ(F, D, E)",3529,0.0
"SEQ(F, D, E)",3530,0.0
"SEQ(F, D, E)",3531,0.0
"SEQ(F, D, E)",3532,0.0
"SEQ(F, D, E)",3533,0.0
"SEQ(F, D, E)",3534,0.0
"SEQ(F, D, E)",3535,0.0
"SEQ(F, D, E)",3536,0.0
"SEQ(F, D, E)",3537,0.0
"SEQ(F, D, E)",3538,0.0
"SEQ(F, D, E)",3539,0.0
"SEQ(F, D, E)",3540,0.0
"SEQ(F, D, E)",3541,0.0
"SEQ(F, D, E)",3542,0.0
"SEQ(F, D, E)",3543,0.0
"SEQ(F, D, E)",3544,0.0
"SEQ(F, D, E)",3545,0.0
"SEQ(F, D, E)",3546,0.0
"SEQ(F, D, E)",3547,0.0
"SEQ(F, D, E)",3548,0.0
"SEQ(F, D, E)",3549,0.0
"SEQ(F, D, E)",3550,0.0
"SEQ(F, D, E)",3551,0.0
"SEQ(F, D, E)",3552,0.0
"SEQ(F, D, E)",3553,0.0
"SEQ(F, D, E)",3554,0.0
"SEQ(F, D, E)",3555,0.0
"SEQ(F, D, E)",3556,0.0
